NomeEstacao;CodEstacao;Bacia;SubBacia;Operadora;Responsavel;Municipio-UF;Latitude;Longitude;Altitude;CodRio;NomeRio;Origem;StatusEstacao
COLÔNIA RIO VERDE;82002000;8;82;00052 - IAT-PR - Instituto Água e Terra do Paraná;00052 - IAT-PR - Instituto Água e Terra do Paraná;GUARAQUEÇABA-PR;-25,16;-48,2425;45;82120000;RIO GUARAQUEÇABA;RHN;Ativo
PINGUELA;82065000;8;82;00052 - IAT-PR - Instituto Água e Terra do Paraná;00052 - IAT-PR - Instituto Água e Terra do Paraná;ANTONINA-PR;-25,2431;-48,7481;10;82307000;RIO CACHOEIRA;RHN;Ativo
UHE GOVERNADOR PARIGOT DE SOUZA VILA NOVA;82121002;8;82;00028 - COPEL - Copel Geração e Transmissão S.A;00028 - COPEL - Copel Geração e Transmissão S.A;ANTONINA-PR;-25,3194;-48,7081;780;82307000;RIO CACHOEIRA;Setor Elétrico;Ativo
CGH MARUMBI BARRAMENTO;82188000;8;82;00028 - COPEL - Copel Geração e Transmissão S.A;00028 - COPEL - Copel Geração e Transmissão S.A;MORRETES-PR;-25,4294;-48,9472;692;82400400;RIO IPIRANGA;Setor Elétrico;Ativo
UHE CHAMINÉ BARRAMENTO RES. VOSSOROCA;82230001;8;82;00028 - COPEL - Copel Geração e Transmissão S.A;00028 - COPEL - Copel Geração e Transmissão S.A;TIJUCAS DO SUL-PR;-25,8203;-49,065;817;82500200;RIO SÃO JOÃO;Setor Elétrico;Ativo
UHE CHAMINÉ BARRAMENTO RES. SALTO DO MEIO;82230015;8;82;00028 - COPEL - Copel Geração e Transmissão S.A;00028 - COPEL - Copel Geração e Transmissão S.A;SÃO JOSÉ DOS PINHAIS-PR;-25,8081;-48,9944;726;82500200;RIO SÃO JOÃO;Setor Elétrico;Ativo
UHE GUARICANA BARRAMENTO;82230815;8;82;00028 - COPEL - Copel Geração e Transmissão S.A;00028 - COPEL - Copel Geração e Transmissão S.A;MORRETES-PR;-25,7122;-48,9706;710;82500100;RIO ARRAIAL;Setor Elétrico;Ativo
UHE GUARICANA RIO CUBATÃO;82234000;8;82;00028 - COPEL - Copel Geração e Transmissão S.A;00028 - COPEL - Copel Geração e Transmissão S.A;GUARATUBA-PR;-25,8181;-48,8072;9,69;82500000;RIO CUBATÃO;Setor Elétrico;Ativo
CGH RIO VERMELHO BARRAMENTO;82330000;8;82;00666 - RIOVERMELHO - Usina Rio Vermelho de Energia Ltda.;00666 - RIOVERMELHO - Usina Rio Vermelho de Energia Ltda.;SÃO BENTO DO SUL-SC;-26,3169;-49,3208;712;82411100;RIO VERMELHO;Setor Elétrico;Ativo
CGH RIO VERMELHO JUSANTE;82335000;8;82;00666 - RIOVERMELHO - Usina Rio Vermelho de Energia Ltda.;00666 - RIOVERMELHO - Usina Rio Vermelho de Energia Ltda.;SÃO BENTO DO SUL-SC;-26,3247;-49,3247;569;82411100;RIO VERMELHO;Setor Elétrico;Ativo
JARAGUÁ DO SUL;82350000;8;82;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;JARAGUÁ DO SUL-SC;-26,48;-49,0808;37;82610000;RIO ITAPOCU;RHN;Ativo
PCH ITAPOCUZINHO IIA MONTANTE;82410000;8;82;01104 - MANSO - Ribeirão Manso Energética Ltda.;01104 - MANSO - Ribeirão Manso Energética Ltda.;SCHROEDER-SC;-26,2944;-49,1567;653;82610100;RIO ITAPOCUZINHO;Setor Elétrico;Ativo
PCH ITAPOUCUZINHO IIA BARRAMENTO;82410050;8;82;01104 - MANSO - Ribeirão Manso Energética Ltda.;01104 - MANSO - Ribeirão Manso Energética Ltda.;SCHROEDER-SC;-26,3022;-49,1536;650;82610100;RIO ITAPOCUZINHO;Setor Elétrico;Ativo
PCH BRACINHO BARRAMENTO;82430000;8;82;00015 - CELESC - Celesc Geração S.A;00015 - CELESC - Celesc Geração S.A;SCHROEDER-SC;-26,2947;-49,0614;690;82610110;RIO BRACINHO;Setor Elétrico;Ativo
PCH BRACINHO JUSANTE;82430100;8;82;00015 - CELESC - Celesc Geração S.A;00015 - CELESC - Celesc Geração S.A;SCHROEDER-SC;-26,3239;-49,0922;121;82610110;RIO BRACINHO;Setor Elétrico;Ativo
SCHROEDER;82549000;8;82;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;SCHROEDER-SC;-26,4392;-49,0628;60;82610100;RIO ITAPOCUZINHO;RHN;Ativo
PCH RUDOLF MONTANTE;83020000;8;83;01039 - HEIDRICH - Heidrich & Heidrich Ltda.;01039 - HEIDRICH - Heidrich & Heidrich Ltda.;TAIÓ-SC;-26,9914;-50,1711;477,88;83100000;RIO ITAJAÍ DO OESTE;Setor Elétrico;Ativo
BARRAGEM TAIÓ MONTANTE;83029900;8;83;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;TAIÓ-SC;-27,0397;-50,1242;0;83100000;RIO ITAJAÍ DO OESTE;RHN;Ativo
DCSC BARRAGEM OESTE TAIÓ;83029940;8;83;00957 - DCSC - Defesa Civil de Santa Catarina;00957 - DCSC - Defesa Civil de Santa Catarina;TAIÓ-SC;-27,0967;-50,0383;362;83100000;RIO ITAJAÍ DO OESTE;RHN;Ativo
BARRAGEM OESTE;83030000;8;83;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;TAIÓ-SC;-27,0972;-50,0386;340;83100000;RIO ITAJAÍ DO OESTE;RHN;Ativo
PONTE MORATELLI;83035000;8;83;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;SALETE-SC;-26,9689;-50,0017;0;83100400;RIBEIRÃO GRANDE;RHN;Ativo
MIRIM DOCE;83040000;8;83;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;MIRIM DOCE-SC;-27,2006;-50,0708;0;83100600;RIO TAIO;RHN;Ativo
TAIÓ;83050000;8;83;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;TAIÓ-SC;-27,1139;-49,9953;360;83100000;RIO ITAJAÍ DO OESTE;RHN;Ativo
UHE SALTO PILÃO RIO DO OESTE;83059000;8;83;00420 - CONS.CESAP - Consórcio Empresarial Salto Pilão - CESAP;00420 - CONS.CESAP - Consórcio Empresarial Salto Pilão - CESAP;RIO DO OESTE-SC;-27,1986;-49,7856;345;83100000;RIO ITAJAÍ DO OESTE;Setor Elétrico;Ativo
SALTINHO;83105000;8;83;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;ALFREDO WAGNER-SC;-27,6839;-49,3631;454;83200000;RIO ITAJAÍ DO SUL;RHN;Ativo
DCSC BARRAGEM SUL ITUPORANGA;83145100;8;83;00957 - DCSC - Defesa Civil de Santa Catarina;00957 - DCSC - Defesa Civil de Santa Catarina;ITUPORANGA-SC;-27,5036;-49,5533;412;83200000;RIO ITAJAÍ DO SUL;RHN;Ativo
DCSC BARRAGEMSUL ITUPORANGA JUSANTE;83145140;8;83;00957 - DCSC - Defesa Civil de Santa Catarina;00957 - DCSC - Defesa Civil de Santa Catarina;ITUPORANGA-SC;-27,4819;-49,5828;373;83200000;RIO ITAJAÍ DO SUL;RHN;Ativo
ITUPORANGA;83250000;8;83;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;ITUPORANGA-SC;-27,3986;-49,6058;370;83200000;RIO ITAJAÍ DO SUL;RHN;Ativo
UHE SALTO PÍLÃO AURORA;83270000;8;83;00420 - CONS.CESAP - Consórcio Empresarial Salto Pilão - CESAP;00420 - CONS.CESAP - Consórcio Empresarial Salto Pilão - CESAP;AURORA-SC;-27,2936;-49,6506;338;83200000;RIO ITAJAÍ DO SUL;Setor Elétrico;Ativo
RIO DO SUL - NOVO;83300200;8;83;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;RIO DO SUL-SC;-27,2078;-49,6292;350;83001000;RIO ITAJAÍ-AÇU;RHN;Ativo
BARRA DO PRATA;83345000;8;83;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;SANTA TEREZINHA-SC;-26,6983;-49,8311;450;83300000;RIO ITAJAÍ DO NORTE OU HERCÍLIO;RHN;Ativo
UHE SALTO PILÃO BARRAMENTO BOITEUX;83349600;8;83;00420 - CONS.CESAP - Consórcio Empresarial Salto Pilão - CESAP;00420 - CONS.CESAP - Consórcio Empresarial Salto Pilão - CESAP;JOSÉ BOITEUX-SC;-26,8992;-49,6628;253;83300000;RIO ITAJAÍ DO NORTE OU HERCÍLIO;Setor Elétrico;Ativo
JOSÉ BOITEUX;83360000;8;83;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;JOSÉ BOITEUX-SC;-26,9556;-49,6331;258;83300000;RIO ITAJAÍ DO NORTE OU HERCÍLIO;RHN;Ativo
CGH MAFRÁS JOSÉ BOITEUX;83370000;8;83;00193 - MAFRAS - Mafras Energia Ltda.;00193 - MAFRAS - Mafras Energia Ltda.;JOSÉ BOITEUX-SC;-26,9889;-49,6169;257;83300000;RIO ITAJAÍ DO NORTE OU HERCÍLIO;Setor Elétrico;Ativo
CGH KARL KUHLEMANN MONTANTE;83371000;8;83;00565 - KUHLEMANN - Hydro Kuhlemann Geração Ltda.;00565 - KUHLEMANN - Hydro Kuhlemann Geração Ltda.;DONA EMMA-SC;-26,9694;-49,6883;363;83325000;RIO KRAUEL;Setor Elétrico;Ativo
CGH KARL HUHLEMANN BARRAMENTO;83372000;8;83;00565 - KUHLEMANN - Hydro Kuhlemann Geração Ltda.;00565 - KUHLEMANN - Hydro Kuhlemann Geração Ltda.;DONA EMMA-SC;-26,9869;-49,6808;336;83325000;RIO KRAUEL;Setor Elétrico;Ativo
CGH HELENA KUHLEMANN BARRAMENTO;83372050;8;83;00537 - FIBRA - Fibra Geração Ltda.;00537 - FIBRA - Fibra Geração Ltda.;DONA EMMA-SC;-26,9886;-49,6781;317;83325000;RIO KRAUEL;Setor Elétrico;Ativo
CGH HELENA KUHLEMANN JUSANTE;83372100;8;83;00537 - FIBRA - Fibra Geração Ltda.;00537 - FIBRA - Fibra Geração Ltda.;PRESIDENTE GETÚLIO-SC;-26,9989;-49,6539;260;83325000;RIO KRAUEL;Setor Elétrico;Ativo
CGH MAFRÁS JUSANTE;83380000;8;83;00193 - MAFRAS - Mafras Energia Ltda.;00193 - MAFRAS - Mafras Energia Ltda.;IBIRAMA-SC;-27,0322;-49,5869;253;83300000;RIO ITAJAÍ DO NORTE OU HERCÍLIO;Setor Elétrico;Ativo
CGH MAFRÁS GETÚLIO VARGAS;83402000;8;83;00193 - MAFRAS - Mafras Energia Ltda.;00193 - MAFRAS - Mafras Energia Ltda.;PRESIDENTE GETÚLIO-SC;-27,0378;-49,6114;253;83325000;RIO KRAUEL;Setor Elétrico;Ativo
PCH IBIRAMA BARRAMENTO;83430000;8;83;00566 - IBIRAMA - Ibirama Energética S.A;00566 - IBIRAMA - Ibirama Energética S.A;IBIRAMA-SC;-27,0375;-49,5686;226;83300000;RIO ITAJAÍ DO NORTE OU HERCÍLIO;Setor Elétrico;Ativo
IBIRAMA;83440000;8;83;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;IBIRAMA-SC;-27,0539;-49,5167;151;83300000;RIO ITAJAÍ DO NORTE OU HERCÍLIO;RHN;Ativo
PCH SALTO RIO ITAJAÍ DO NORTE;83441000;8;83;00015 - CELESC - Celesc Geração S.A;00015 - CELESC - Celesc Geração S.A;IBIRAMA-SC;-27,0536;-49,5164;153;83300000;RIO ITAJAÍ DO NORTE OU HERCÍLIO;Setor Elétrico;Ativo
UHE SALTO PILÃO BARRAMENTO;83458000;8;83;00420 - CONS.CESAP - Consórcio Empresarial Salto Pilão - CESAP;00420 - CONS.CESAP - Consórcio Empresarial Salto Pilão - CESAP;LONTRAS-SC;-27,1372;-49,5189;0;83001000;RIO ITAJAÍ-AÇU;Setor Elétrico;Ativo
UHE SALTO PILÃO JUSANTE;83461000;8;83;00420 - CONS.CESAP - Consórcio Empresarial Salto Pilão - CESAP;00420 - CONS.CESAP - Consórcio Empresarial Salto Pilão - CESAP;APIUNA-SC;-27,0969;-49,4658;120;83001000;RIO ITAJAÍ-AÇU;Setor Elétrico;Ativo
APIÚNA - RÉGUA NOVA;83500000;8;83;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;APIUNA-SC;-27,0375;-49,3919;93;83001000;RIO ITAJAÍ-AÇU;RHN;Ativo
PCH SALTO DONNER I DOUTOR PEDRINHO CENTRO;83570000;8;83;00264 - CERSAD - CERSAD;00264 - CERSAD - CERSAD;DOUTOR PEDRINHO-SC;-26,715;-49,4853;521;83400000;RIO BENEDITO;Setor Elétrico;Ativo
PCH SALTO DONNER I BARRAMENTO;83590000;8;83;00264 - CERSAD - CERSAD;00264 - CERSAD - CERSAD;DOUTOR PEDRINHO-SC;-26,7567;-49,4567;522;83400000;RIO BENEDITO;Setor Elétrico;Ativo
PCH SALTO DONNER II BARRAMENTO;83600000;8;83;00264 - CERSAD - CERSAD;00264 - CERSAD - CERSAD;DOUTOR PEDRINHO-SC;-26,7572;-49,4547;495;83400000;RIO BENEDITO;Setor Elétrico;Ativo
PCH SALTO DONNER II JUSANTE;83600500;8;83;00264 - CERSAD - CERSAD;00264 - CERSAD - CERSAD;BENEDITO NOVO-SC;-26,7631;-49,4411;461;83400000;RIO BENEDITO;Setor Elétrico;Ativo
PCH ALTO BENEDITO NOVO I JUSANTE;83601000;8;83;00162 - CEESAM - CEESAM Geradora S.A;00162 - CEESAM - CEESAM Geradora S.A;BENEDITO NOVO-SC;-26,7839;-49,4181;340;83400000;RIO BENEDITO;Setor Elétrico;Ativo
CGH ALTO BENEDITO NOVO JUSANTE;83610000;8;83;00368 - COOP.STA. MARIA - COOP.STA. MARIA;00368 - COOP.STA. MARIA - COOP.STA. MARIA;BENEDITO NOVO-SC;-26,7819;-49,3972;268;83400000;RIO BENEDITO;Setor Elétrico;Ativo
PCH ALTO BENEDITO II BARRAMENTO;83610400;8;83;01073 - SENS - Hidrelétrica Sens Ltda.;01073 - SENS - Hidrelétrica Sens Ltda.;BENEDITO NOVO-SC;-26,7836;-49,4169;333;83400000;RIO BENEDITO;Setor Elétrico;Ativo
PCH ALTO BENEDITO II JUSANTE;83610500;8;83;01073 - SENS - Hidrelétrica Sens Ltda.;01073 - SENS - Hidrelétrica Sens Ltda.;BENEDITO NOVO-SC;-26,7758;-49,3719;148;83400000;RIO BENEDITO;Setor Elétrico;Ativo
PCH SANTA MARIA JUSANTE;83629000;8;83;00368 - COOP.STA. MARIA - COOP.STA. MARIA;00368 - COOP.STA. MARIA - COOP.STA. MARIA;BENEDITO NOVO-SC;-26,7592;-49,4067;325;83400600;RIO SANTA MARIA;Setor Elétrico;Ativo
PCH CEDROS BARRAMENTO PINHAL;83669000;8;83;00015 - CELESC - Celesc Geração S.A;00015 - CELESC - Celesc Geração S.A;RIO DOS CEDROS-SC;-26,615;-49,4056;652;83400400;RIO DOS CEDROS;Setor Elétrico;Ativo
PCH PALMEIRAS BARRAMENTO;83674000;8;83;00015 - CELESC - Celesc Geração S.A;00015 - CELESC - Celesc Geração S.A;RIO DOS CEDROS-SC;-26,6072;-49,3392;590;83400500;RIO PALMEIRAS;Setor Elétrico;Ativo
PCH PALMEIRAS JUSANTE;83674100;8;83;00015 - CELESC - Celesc Geração S.A;00015 - CELESC - Celesc Geração S.A;RIO DOS CEDROS-SC;-26,6708;-49,325;227;83400500;RIO PALMEIRAS;Setor Elétrico;Ativo
PCH CEDROS JUSANTE;83674980;8;83;00015 - CELESC - Celesc Geração S.A;00015 - CELESC - Celesc Geração S.A;RIO DOS CEDROS-SC;-26,74;-49,2728;74;83400400;RIO DOS CEDROS;Setor Elétrico;Ativo
TIMBÓ NOVO;83677000;8;83;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;TIMBÓ-SC;-26,8297;-49,2719;0;83400000;RIO BENEDITO;RHN;Ativo
PCH SALTO RIO ENCANO;83695000;8;83;00015 - CELESC - Celesc Geração S.A;00015 - CELESC - Celesc Geração S.A;INDAIAL-SC;-26,9075;-49,1942;72;83402000;RIBEIRÃO DO ENCANO;Setor Elétrico;Ativo
PCH SALTO BARRAMENTO;83740000;8;83;00015 - CELESC - Celesc Geração S.A;00015 - CELESC - Celesc Geração S.A;BLUMENAU-SC;-26,88;-49,1056;25;83001000;RIO ITAJAÍ-AÇU;Setor Elétrico;Ativo
PCH SALTO JUSANTE;83750000;8;83;00015 - CELESC - Celesc Geração S.A;00015 - CELESC - Celesc Geração S.A;BLUMENAU-SC;-26,8808;-49,1014;150;83001000;RIO ITAJAÍ-AÇU;Setor Elétrico;Ativo
BLUMENAU (PCD);83800002;8;83;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;BLUMENAU-SC;-26,9186;-49,0656;12;83001000;RIO ITAJAÍ-AÇU;RHN;Ativo
LUIZ ALVES;83880000;8;83;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;LUIZ ALVES-SC;-26,7239;-48,9311;90;83501000;RIO LUIZ ALVES;RHN;Ativo
SALSEIRO;83892990;8;83;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;VIDAL RAMOS-SC;-27,33;-49,33;0;83600000;RIO ITAJAÍ-MIRIM;RHN;Ativo
BRUSQUE (PCD);83900000;8;83;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;BRUSQUE-SC;-27,1006;-48,9167;21;83600000;RIO ITAJAÍ-MIRIM;RHN;Ativo
CAPTAÇÃO;83910100;8;83;00693 - EMASA - Empresa Municipal de Saneamento;00693 - EMASA - Empresa Municipal de Saneamento;CAMBORIU-SC;-27,0208;-48,6628;0;83090000;RIO CAMBURIÚ;RHN;Ativo
PCH GARCIA BARRAMENTO;84015900;8;84;00015 - CELESC - Celesc Geração S.A;00015 - CELESC - Celesc Geração S.A;ANGELINA-SC;-27,5489;-49,0064;422;84120000;RIO GARCIA;Setor Elétrico;Ativo
PCH GARCIA JUSANTE;84016000;8;84;00015 - CELESC - Celesc Geração S.A;00015 - CELESC - Celesc Geração S.A;ANGELINA-SC;-27,5197;-49,0064;256;84120000;RIO GARCIA;Setor Elétrico;Ativo
PCH SANTA ANA BARRAMENTO;84017500;8;84;00626 - SANTA ANA - Santa Ana Energética S/A;00626 - SANTA ANA - Santa Ana Energética S/A;ANGELINA-SC;-27,4989;-49,0356;0;84111000;RIO DO ENGANO;Setor Elétrico;Ativo
PCH SANTA ANA JUSANTE;84018000;8;84;00626 - SANTA ANA - Santa Ana Energética S/A;00626 - SANTA ANA - Santa Ana Energética S/A;ANGELINA-SC;-27,4886;-49,0019;0;84111000;RIO DO ENGANO;Setor Elétrico;Ativo
PCH ANGELINA MONTANTE;84022000;8;84;00583 - LUMBRÁS - Lumbrás Energética S.A;00583 - LUMBRÁS - Lumbrás Energética S.A;ANGELINA-SC;-27,4783;-48,9761;191;84110000;RIO TIJUCAS;Setor Elétrico;Ativo
PCH ANGELINA BARRAMENTO;84025000;8;84;00583 - LUMBRÁS - Lumbrás Energética S.A;00583 - LUMBRÁS - Lumbrás Energética S.A;MAJOR GERCINO-SC;-27,4561;-48,9839;191;84110000;RIO TIJUCAS;Setor Elétrico;Ativo
PCH ANGELINA JUSANTE;84030000;8;84;00583 - LUMBRÁS - Lumbrás Energética S.A;00583 - LUMBRÁS - Lumbrás Energética S.A;MAJOR GERCINO-SC;-27,4167;-48,9544;39;84110000;RIO TIJUCAS;Setor Elétrico;Ativo
PCH SÃO SEBASTIÃO MONTANTE;84034000;8;84;00781 - SÃO SEBASTIÃO - São Sebastião Empreendimentos S.A;00781 - SÃO SEBASTIÃO - São Sebastião Empreendimentos S.A;MAJOR GERCINO-SC;-27,4017;-49,0461;476;84133000;RIO BOA ESPERANÇA;Setor Elétrico;Ativo
PCH SÃO SEBASTIÃO BARRAMENTO;84034500;8;84;00781 - SÃO SEBASTIÃO - São Sebastião Empreendimentos S.A;00781 - SÃO SEBASTIÃO - São Sebastião Empreendimentos S.A;MAJOR GERCINO-SC;-27,3997;-49,0325;408;84133000;RIO BOA ESPERANÇA;Setor Elétrico;Ativo
CGH AGUTI MONTANTE;84074000;8;84;00521 - PCH AGUTI - COTESA Geradora de Energia - PCH Aguti Ltda.;00521 - PCH AGUTI - COTESA Geradora de Energia - PCH Aguti Ltda.;NOVA TRENTO-SC;-27,32;-49,1217;206;84140100;RIO ALTO BRAÇO;Setor Elétrico;Ativo
CGH AGUTI BARRAMENTO;84075000;8;84;00521 - PCH AGUTI - COTESA Geradora de Energia - PCH Aguti Ltda.;00521 - PCH AGUTI - COTESA Geradora de Energia - PCH Aguti Ltda.;NOVA TRENTO-SC;-27,3194;-49,1008;193;84140100;RIO ALTO BRAÇO;Setor Elétrico;Ativo
CGH SÃO SEBASTIÃO BARRAMENTO;84076000;8;84;00523 - COTESA - COTESA Geradora de Energia - PCH São Sebastiã...;00523 - COTESA - COTESA Geradora de Energia - PCH São Sebastiã...;NOVA TRENTO-SC;-27,3192;-49,0419;106;84140100;RIO ALTO BRAÇO;Setor Elétrico;Ativo
CGH SÃO VALENTIM BARRAMENTO;84077000;8;84;00524 - PCH VALENTIN - PCH VALENTIN;00524 - PCH VALENTIN - PCH VALENTIN;NOVA TRENTO-SC;-27,3236;-49,0258;74;84140100;RIO ALTO BRAÇO;Setor Elétrico;Ativo
CGH SÃO VALENTIM JUSANTE 2;84078000;8;84;00524 - PCH VALENTIN - PCH VALENTIN;00524 - PCH VALENTIN - PCH VALENTIN;NOVA TRENTO-SC;-27,3175;-49,0122;0;84140100;RIO ALTO BRAÇO;Setor Elétrico;Ativo
CGH SÃO VALENTIM JUSANTE 1;84079000;8;84;00524 - PCH VALENTIN - PCH VALENTIN;00524 - PCH VALENTIN - PCH VALENTIN;NOVA TRENTO-SC;-27,2967;-48,9703;35;84140100;RIO ALTO BRAÇO;Setor Elétrico;Ativo
SÃO JOÃO BATISTA;84095500;8;84;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;SÃO JOÃO BATISTA-SC;-27,275;-48,85;14;84110000;RIO TIJUCAS;RHN;Ativo
ALTO CUBATÃO;84098000;8;84;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;ÁGUAS MORNAS-SC;-27,7481;-48,9306;243;84207000;RIO CUBATÃO;RHN;Ativo
POÇO FUNDO;84100000;8;84;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;SANTO AMARO DA IMPERATRIZ-SC;-27,7044;-48,8033;59;84207000;RIO CUBATÃO;RHN;Ativo
BRAÇO;84110000;8;84;00693 - EMASA - Empresa Municipal de Saneamento;00693 - EMASA - Empresa Municipal de Saneamento;CAMBORIU-SC;-27,0239;-48,7044;0;84100100;RIO DO BRAÇO;RHN;Ativo
ETA CASAN-MONTANTE;84150100;8;84;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;PALHOÇA-SC;-27,6925;-48,7097;10;84207000;RIO CUBATÃO;RHN;Ativo
ORLEANS - MONTANTE;84249998;8;84;00094 - EPAGRI-SC - Empresa de Pesquisa Agrícola de Santa Catarina;00001 - ANA - Agência Nacional de Águas;ORLEANS-SC;-28,3586;-49,295;100;84300000;RIO TUBARÃO;RHN;Ativo
CGH RIO PALMEIRAS II MONTANTE;84269000;8;84;00298 - ANTÔNIO FORNASA - Antônio Fornasa Administradora de Bens Ltda.;00298 - ANTÔNIO FORNASA - Antônio Fornasa Administradora de Bens Ltda.;URUSSANGA-SC;-28,4136;-49,2853;171;84330000;RIO PALMEIRAS;Setor Elétrico;Ativo
CGH RIO PALMEIRAS I JUSANTE;84270000;8;84;00298 - ANTÔNIO FORNASA - Antônio Fornasa Administradora de Bens Ltda.;00298 - ANTÔNIO FORNASA - Antônio Fornasa Administradora de Bens Ltda.;URUSSANGA-SC;-28,4197;-49,2458;62;84330000;RIO PALMEIRAS;Setor Elétrico;Ativo
RIO DO FORNO MAMPITUBA;84420000;8;84;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;TORRES-RS;-29,2933;-49,8231;0;84420100;RIO DO FORNO;RHN;Ativo
CANOAS;84422100;8;84;00693 - EMASA - Empresa Municipal de Saneamento;00693 - EMASA - Empresa Municipal de Saneamento;CAMBORIU-SC;-27,0892;-48,6931;0;84422000;RIO CANOAS;RHN;Ativo
CGH VARGINHA JELU BARRAMENTO;84510000;8;84;00372 - JELU - Hidrelétrica Jelu LTDA.;00372 - JELU - Hidrelétrica Jelu LTDA.;ANITÁPOLIS-SC;-27,9828;-49,1019;364;84350000;RIO BRAÇO DO NORTE;Setor Elétrico;Ativo
CGH VARGINHA JELU JUSANTE;84511000;8;84;00372 - JELU - Hidrelétrica Jelu LTDA.;00372 - JELU - Hidrelétrica Jelu LTDA.;ANITÁPOLIS-SC;-27,9867;-49,1064;339;84350000;RIO BRAÇO DO NORTE;Setor Elétrico;Ativo
PCH SANTA ROSA MONTANTE;84520002;8;84;00544 - PCHSANTAROSA - PCH Santa Rosa S.A.;00544 - PCHSANTAROSA - PCH Santa Rosa S.A.;ANITÁPOLIS-SC;-28,0017;-49,1139;313,79;84350000;RIO BRAÇO DO NORTE;Setor Elétrico;Ativo
PCH SANTA ROSA BARRAMENTO;84520008;8;84;00544 - PCHSANTAROSA - PCH Santa Rosa S.A.;00544 - PCHSANTAROSA - PCH Santa Rosa S.A.;SANTA ROSA DE LIMA-SC;-28,0131;-49,1225;301;84350000;RIO BRAÇO DO NORTE;Setor Elétrico;Ativo
PCH NOVA FÁTIMA BARRAMENTO;84530000;8;84;00545 - NOVA FÁTIMA - Geradora de Energia Nova Fátima S.A;00545 - NOVA FÁTIMA - Geradora de Energia Nova Fátima S.A;SANTA ROSA DE LIMA-SC;-28,0414;-49,1283;0;84350000;RIO BRAÇO DO NORTE;Setor Elétrico;Ativo
PCH NOVA FÁTIMA JUSANTE;84531000;8;84;00545 - NOVA FÁTIMA - Geradora de Energia Nova Fátima S.A;00545 - NOVA FÁTIMA - Geradora de Energia Nova Fátima S.A;SANTA ROSA DE LIMA-SC;-28,0492;-49,13;0;84350000;RIO BRAÇO DO NORTE;Setor Elétrico;Ativo
PCH BARRA DO RIO CHAPÉU BARRAMENTO;84534000;8;84;00079 - CGT ELETROSUL - Companhia de Geração e Transmissão de Energia...;00079 - CGT ELETROSUL - Companhia de Geração e Transmissão de Energia...;SANTA ROSA DE LIMA-SC;-28,0817;-49,1481;201,43;84350000;RIO BRAÇO DO NORTE;Setor Elétrico;Ativo
