NomeEstacao;CodEstacao;Bacia;SubBacia;Operadora;Responsavel;Municipio-UF;Latitude;Longitude;Altitude;CodRio;NomeRio;Origem;StatusEstacao
FAZENDA PORTEIRA;50380400;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;SAÚDE-BA;-10,8489;-40,2681;0;50500500;RIO ITAPICURU-AÇU;RHN;Ativo
AÇUDE CACHOEIRA GRANDE MONTANTE;50418400;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;JACOBINA-BA;-11,3864;-40,4803;0;50500550;RIO JAQUEIRA;Açudes Semiárido;Ativo
AÇUDE CACHOEIRA GRANDE;50418500;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;JACOBINA-BA;-11,3511;-40,4319;0;50500550;RIO JAQUEIRA;Açudes Semiárido;Ativo
AÇUDE CACHOEIRA GRANDE JUSANTE;50418600;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;JACOBINA-BA;-11,3511;-40,4275;0;50500550;RIO JAQUEIRA;Açudes Semiárido;Ativo
AÇUDE PONTO NOVO MONTANTE MONT.2;50424800;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;FILADÉLFIA-BA;-10,7522;-40,2244;0;50500600;RIO ITAPICURU-MIRIM;Açudes Semiárido;Ativo
AÇUDE PONTO NOVO MONTANTE MONT. 1;50424900;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;PINDOBAÇU-BA;-10,8489;-40,2681;0;50500600;RIO ITAPICURU-MIRIM;Açudes Semiárido;Ativo
AÇUDE PONTO NOVO;50425000;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;PONTO NOVO-BA;-10,8539;-40,1742;0;50500600;RIO ITAPICURU-MIRIM;Açudes Semiárido;Ativo
AÇUDE PONTO NOVO;50425000;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;PONTO NOVO-BA;-10,8539;-40,1742;0;50500600;RIO ITAPICURU-MIRIM;RHN;Ativo
AÇUDE PONTO NOVO JUSANTE;50425100;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;FILADÉLFIA-BA;-10,8544;-40,1706;0;50500600;RIO ITAPICURU-MIRIM;Açudes Semiárido;Ativo
AÇUDE PEDRAS ALTAS MONTANTE;50428900;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;JACOBINA-BA;-11,1869;-40,1936;0;50500600;RIO ITAPICURU-MIRIM;Açudes Semiárido;Ativo
AÇUDE PEDRAS ALTAS;50429000;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;JACOBINA-BA;-11,1878;-40,0519;0;50500000;RIO ITAPICURU;Açudes Semiárido;Ativo
AÇUDE PEDRAS ALTAS;50429000;5;50;00001 - ANA - Agência Nacional de Águas;00013 - CEMAT - Centrais Elétricas Matogrossenses S.A.;CAÉM-BA;-11,1875;-40,05361;0;50500000;RIO ITAPICURU;RHN;Ativo
AÇUDE RIO DO PEIXE MONTANTE I;50454800;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;JACOBINA-BA;-11,2225;-40,0283;0;50500640;RIO DO PEIXE;Açudes Semiárido;Ativo
AÇUDE RIO DO PEIXE MONTANTE II;50454900;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;CAPIM GROSSO-BA;-11,2642;-39,9661;0;50500640;RIO DO PEIXE;Açudes Semiárido;Ativo
AÇUDE RIO DO PEIXE;50455000;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;CAPIM GROSSO-BA;-11,2303;-39,9656;347;50500640;RIO DO PEIXE;Açudes Semiárido;Ativo
QUEIMADAS;50465000;5;50;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;QUEIMADAS-BA;-10,9733;-39,6328;265;50500000;RIO ITAPICURU;RHN;Ativo
AÇUDE ANDORINHA II MONTANTE;50467900;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;ANDORINHA-BA;-10,2556;-39,8211;0;50703600;RIO CABOCLO;Açudes Semiárido;Ativo
AÇUDE ANDORINHA II;50468000;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;ANDORINHA-BA;-10,3003;-39,7847;0;50703600;RIO CABOCLO;Açudes Semiárido;Ativo
AÇUDE JACURICI;50475500;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;ITIÚBA-BA;-10,6528;-39,7217;0;50500700;RIO JACURICI;Açudes Semiárido;Ativo
AÇUDE JACURICI JUSANTE;50475600;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;ITIÚBA-BA;-10,6544;-39,7264;0;50500700;RIO JACURICI;Açudes Semiárido;Ativo
AÇUDE ARACI MONTANTE (OLARIA DO CAPISTANA);50496600;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;ARACI-BA;-11,2714;-39,1647;0;50500000;RIO ITAPICURU;Açudes Semiárido;Ativo
AÇUDE ARACI;50497000;5;50;00058 - DNOCS - Departamento Nacional de Obras Contra as Secas;00058 - DNOCS - Departamento Nacional de Obras Contra as Secas;ARACI-BA;-11,2525;-39,0983;0;50500000;RIO ITAPICURU;Açudes Semiárido;Ativo
PONTE EUCLIDES DA CUNHA;50520000;5;50;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;TUCANO-BA;-11,0603;-38,8372;140;50500000;RIO ITAPICURU;RHN;Ativo
CIPÓ;50540000;5;50;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;CIPÓ-BA;-11,0975;-38,5125;131;50500000;RIO ITAPICURU;RHN;Ativo
USINA ALTAMIRA;50595000;5;50;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;CONDE-BA;-11,7347;-37,8033;17;50500000;RIO ITAPICURU;RHN;Ativo
CORTE GRANDE;50660000;5;50;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;ESPLANADA-BA;-12,0536;-37,755;6;50600000;RIO INHAMBUPE;RHN;Ativo
PEDRA DO SALGADO;50785000;5;50;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;MATA DE SÃO JOÃO-BA;-12,3761;-38,1331;34;50700000;RIO POJUCA;RHN;Ativo
TIRIRICA;50795000;5;50;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;CAMAÇARI-BA;-12,5119;-38,0667;22;50700000;RIO POJUCA;RHN;Ativo
AÇUDE SANTA HELENA MONTANTE;50842900;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;MATA DE SÃO JOÃO-BA;-12,5256;-38,2928;0;50730000;RIO JACUIPE;Açudes Semiárido;Ativo
AÇUDE SANTA HELENA;50843000;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;DIAS D''AVILA-BA;-12,5617;-38,1617;0;50730000;RIO JACUIPE;Açudes Semiárido;Ativo
AÇUDE SANTA HELENA JUSANTE;50843100;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;MATA DE SÃO JOÃO-BA;-12,5628;-38,1606;0;50730000;RIO JACUIPE;Açudes Semiárido;Ativo
AÇUDE JOANES II MONTANTE MONT.3;50903260;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;SÃO SEBASTIÃO DO PASSÉ-BA;-12,6058;-38,4289;0;50750000;RIO JOANES;Açudes Semiárido;Ativo
AÇUDE JOANES II MONTANTE MONT.2;50903280;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;CANDÉIAS-BA;-12,6086;-38,4386;0;50750000;RIO JOANES;Açudes Semiárido;Ativo
AÇUDE JOANES II;50905300;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;DIAS D''AVILA-BA;-12,6739;-38,3758;0;50750000;RIO JOANES;Açudes Semiárido;Ativo
AÇUDE JOANES I;50909000;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;LAURO DE FREITAS-BA;-12,8358;-38,3242;0;50750000;RIO JOANES;Açudes Semiárido;Ativo
AÇUDE IPITANGA II MONTANTE MONT.2;50912030;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;SIMÕES FILHO-BA;-12,8122;-38,3861;0;50500504;RIO DAS PEDRAS;Açudes Semiárido;Ativo
AÇUDE IPITANGA II;50912100;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;SIMÕES FILHO-BA;-12,8592;-38,3972;0;50802000;RIO IPITANGA;Açudes Semiárido;Ativo
AÇUDE IPITANGA I;50912200;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;SALVADOR-BA;-12,8978;-38,3833;0;50802000;RIO IPITANGA;Açudes Semiárido;Ativo
AÇUDE IPITANGA I JUSANTE;50912250;5;50;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;SALVADOR-BA;-12,8978;-38,3828;0;50802000;RIO IPITANGA;Açudes Semiárido;Ativo
AÇUDE APERTADO MONTANTE;51105400;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;IBICOARA-BA;-13,4361;-41,3361;0;51200000;RIO PARAGUAÇÚ;Açudes Semiárido;Ativo
AÇUDE APERTADO;51105500;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;MUCUGÊ-BA;-13,0758;-41,4397;0;51200000;RIO PARAGUAÇÚ;Açudes Semiárido;Ativo
AÇUDE APERTADO JUSANTE;51105600;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;MUCUGÊ-BA;-13,0194;-41,4322;0;51200000;RIO PARAGUAÇÚ;Açudes Semiárido;Ativo
IBICOARA;51107000;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;IBICOARA-BA;-13,27;-41,3361;0;51200000;RIO PARAGUAÇÚ;RHN;Ativo
USINA MUCUGÊ;51108000;5;51;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;MUCUGÊ-BA;-12,9986;-41,3906;870;51200000;RIO PARAGUAÇÚ;RHN;Ativo
ANDARAÍ;51120000;5;51;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;ANDARAÍ-BA;-12,8406;-41,3222;328;51200000;RIO PARAGUAÇÚ;RHN;Ativo
AÇUDE BANDEIRA DE MELO;51124500;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;ITAETÉ-BA;-13,0317;-40,8169;0;51200000;RIO PARAGUAÇÚ;Açudes Semiárido;Ativo
AÇUDE BANDEIRA DE MELO JUSANTE;51124600;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;ITAETÉ-BA;-13,0403;-40,7772;0;51200000;RIO PARAGUAÇÚ;Açudes Semiárido;Ativo
AÇUDE BANDEIRA DE MELO JUSANTE;51124600;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;ITAETÉ-BA;-13,0403;-40,7772;0;51200000;RIO PARAGUAÇÚ;RHN;Ativo
FAZENDA TERRA GRAPIUNA;51151000;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;UTINGA-BA;-12,1797;-41,1492;0;51214300;RIO UTINGA;RHN;Ativo
BR-242 (UTINGA);51172000;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;ANDARAÍ-BA;-12,5047;-41,2072;0;51214300;RIO UTINGA;RHN;Ativo
SANTO ANTÔNIO/PORTO;51193000;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;LENÇÓIS-BA;-12,4892;-41,3289;0;51200000;RIO PARAGUAÇÚ;RHN;Ativo
FAZENDA IGUAÇU;51230000;5;51;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;ITAETÉ-BA;-12,9361;-41,0644;300;51223000;RIO DE UNA;RHN;Ativo
ITAETÉ;51240000;5;51;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;ITAETÉ-BA;-12,9861;-40,9581;286;51200000;RIO PARAGUAÇÚ;RHN;Ativo
IAÇU;51280000;5;51;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;IAÇU-BA;-12,7622;-40,2136;222;51200000;RIO PARAGUAÇÚ;RHN;Ativo
AÇUDE JURACY MAGALHÃES MONTANTE;51282000;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;ITABERABA-BA;-12,5331;-40,3475;0;51212840;RIO CAPIVARA;Açudes Semiárido;Ativo
AÇUDE JURACY MAGALHÃES;51283000;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;ITABERABA-BA;-12,5356;-40,3164;0;51242000;RIO PIRANHAS;Açudes Semiárido;Ativo
AÇUDE JURACY MAGALHÃES JUSANTE;51285000;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;ITABERABA-BA;-12,5633;-40,2231;0;51242000;RIO PIRANHAS;Açudes Semiárido;Ativo
UHE PEDRA DO CAVALO PONTE RIO CAPIVARI;51326200;5;51;00675 - VOTORCIM I - Votorantim Cimentos N/NE S.A;00675 - VOTORCIM I - Votorantim Cimentos N/NE S.A;ITABERABA-BA;-12,5142;-39,9339;182;51251000;RIO CAPIVARI;Setor Elétrico;Ativo
UHE PEDRA DO CAVALO FAZENDA JUREMA;51346050;5;51;00675 - VOTORCIM I - Votorantim Cimentos N/NE S.A;00675 - VOTORCIM I - Votorantim Cimentos N/NE S.A;RAFAEL JAMBEIRO-BA;-12,4881;-39,6981;175;51252000;RIO DO PEIXE;Setor Elétrico;Ativo
UHE PEDRA DO CAVALO ARGOIM;51351000;5;51;00675 - VOTORCIM I - Votorantim Cimentos N/NE S.A;00675 - VOTORCIM I - Votorantim Cimentos N/NE S.A;RAFAEL JAMBEIRO-BA;-12,5867;-39,5217;150;51200000;RIO PARAGUAÇÚ;Setor Elétrico;Ativo
UHE PEDRA DO CAVALO PONTE RIO PARATIGI;51370000;5;51;00675 - VOTORCIM I - Votorantim Cimentos N/NE S.A;00675 - VOTORCIM I - Votorantim Cimentos N/NE S.A;SANTO ESTEVÃO-BA;-12,5156;-39,3831;136;51260000;RIO PARATIGI;Setor Elétrico;Ativo
UHE PEDRA DO CAVALO RESERVATÓRIO;51375000;5;51;00675 - VOTORCIM I - Votorantim Cimentos N/NE S.A;00675 - VOTORCIM I - Votorantim Cimentos N/NE S.A;CABACEIRAS DO PARAGUAÇU-BA;-12,5058;-39,1122;124;51200000;RIO PARAGUAÇÚ;Setor Elétrico;Ativo
MORRO DO CHAPÉU;51397000;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;MORRO DO CHAPÉU-BA;-11,5853;-40,8794;0;51270000;RIO JACUÍPE;RHN;Ativo
AÇUDE SÃO JOSÉ DO JACUÍPE MONTANTE;51417900;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;MAIRI (EX-MONTE ALEGRE DA BA)-BA;-11,6083;-40,2978;0;51270000;RIO JACUÍPE;Açudes Semiárido;Ativo
AÇUDE SÃO JOSÉ DO JACUÍPE;51418000;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;SÃO JOSÉ DO JACUIPE-BA;-11,5208;-40,0447;0;51270000;RIO JACUÍPE;Açudes Semiárido;Ativo
AÇUDE SÃO JOSÉ DO JACUÍPE JUSANTE;51418100;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;SÃO JOSÉ DO JACUIPE-BA;-11,5089;-40,0242;0;51270000;RIO JACUÍPE;Açudes Semiárido;Ativo
AÇUDE VALENTE;51432200;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;VALENTE-BA;-11,4194;-39,4725;0;51223100;RIACHO GRANDE;Açudes Semiárido;Ativo
AÇUDE SÃO DOMINGOS;51435000;5;51;00140 - UFBA - Universidade Federal da Bahia;00140 - UFBA - Universidade Federal da Bahia;SÃO DOMINGOS-BA;-11,4667;-39,5219;0;51270200;RIO DO CEDRO;Açudes Semiárido;Ativo
UHE PEDRA DO CAVALO PONTE RIO BRANCO;51460050;5;51;00675 - VOTORCIM I - Votorantim Cimentos N/NE S.A;00675 - VOTORCIM I - Votorantim Cimentos N/NE S.A;FEIRA DE SANTANA-BA;-12,2331;-39,0461;138;51270000;RIO JACUÍPE;Setor Elétrico;Ativo
AÇUDE FRANÇA MONTANTE Faz. Caraibas;51460130;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;MORRO DO CHAPÉU-BA;-11,5681;-40,7172;0;51270000;RIO JACUÍPE;Açudes Semiárido;Ativo
FEIRA DE SANTANA;51460150;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;FEIRA DE SANTANA-BA;-12,2856;-39,0011;0;51270000;RIO JACUÍPE;Açudes Semiárido;Ativo
AÇUDE FRANÇA - CAPTAÇÃO EMBASA;51460200;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;MIGUEL CALMON-BA;-11,5608;-40,6039;0;51270000;RIO JACUÍPE;Açudes Semiárido;Ativo
AÇUDE FRANÇA JUSANTE;51460550;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;PIRITIBA-BA;-11,5581;-40,5872;0;51270000;RIO JACUÍPE;Açudes Semiárido;Ativo
UHE PEDRA DO CAVALO BARRAMENTO;51490080;5;51;00675 - VOTORCIM I - Votorantim Cimentos N/NE S.A;00675 - VOTORCIM I - Votorantim Cimentos N/NE S.A;GOVERNADOR MANGABEIRA-BA;-12,5844;-38,9989;124;51200000;RIO PARAGUAÇÚ;Setor Elétrico;Ativo
UHE PEDRA DO CAVALO JUSANTE;51490500;5;51;00675 - VOTORCIM I - Votorantim Cimentos N/NE S.A;00675 - VOTORCIM I - Votorantim Cimentos N/NE S.A;SÃO FÉLIX-BA;-12,5892;-38,9919;5;51200000;RIO PARAGUAÇÚ;Setor Elétrico;Ativo
NAZARÉ;51560000;5;51;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;NAZARÉ-BA;-13,0308;-39,0322;29;51340000;RIO JAGUARIPE;CotaOnline;Ativo
AÇUDE RIO DA DONA;51750500;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;SANTO ANTÔNIO DE JESUS-BA;-13,0594;-39,2819;0;51326000;RIO DA DONA;Açudes Semiárido;Ativo
AÇUDE RIO DA DONA JUSANTE;51750600;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;SANTO ANTÔNIO DE JESUS-BA;-13,0589;-39,2628;0;51326000;RIO DA DONA;Açudes Semiárido;Ativo
AÇUDE TAPERA;51750800;5;51;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;JAGUARIPE-BA;-12,9872;-38,8231;0;51340000;RIO JAGUARIPE;Açudes Semiárido;Ativo
PCH CANDENGO RIO PIAU;51790000;5;51;01046 - CANDENGO - Candengo Energias Renováveis Ltda.;01046 - CANDENGO - Candengo Energias Renováveis Ltda.;VALENÇA-BA;-13,3419;-39,2169;133;51418000;RIO PIAU;Setor Elétrico;Ativo
PCH CANDENGO MONTANTE;51793900;5;51;01046 - CANDENGO - Candengo Energias Renováveis Ltda.;01046 - CANDENGO - Candengo Energias Renováveis Ltda.;VALENÇA-BA;-13,3433;-39,1289;94;51430000;RIO UNA;Setor Elétrico;Ativo
PCH CANDENGO BARRAMENTO;51794000;5;51;01046 - CANDENGO - Candengo Energias Renováveis Ltda.;01046 - CANDENGO - Candengo Energias Renováveis Ltda.;VALENÇA-BA;-13,3461;-39,1031;60,5;51430000;RIO UNA;Setor Elétrico;Ativo
PCH CANDENGO JUSANTE;51794100;5;51;01046 - CANDENGO - Candengo Energias Renováveis Ltda.;01046 - CANDENGO - Candengo Energias Renováveis Ltda.;VALENÇA-BA;-13,3511;-39,0886;12,63;51430000;RIO UNA;Setor Elétrico;Ativo
NILO PEÇANHA;51890000;5;51;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;NILO PEÇANHA-BA;-13,5967;-39,1203;6;51540000;RIO DAS ALMAS OU JEQUIÉ;RHN;Ativo
AÇUDE CRISTALÂNDIA;52059000;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;BRUMADO-BA;-13,9617;-41,4731;0;52001000;RIO DE CONTAS;Açudes Semiárido;Ativo
AÇUDE CRISTALÂNDIA MONTANTE;52060000;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;ITUAÇU-BA;-13,9069;-41,5003;396;52001000;RIO DE CONTAS;Açudes Semiárido;Ativo
AÇUDE CRISTALÂNDIA JUSANTE;52060100;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;ITUAÇU-BA;-13,9603;-41,4703;0;52001000;RIO DE CONTAS;Açudes Semiárido;Ativo
UHE PEDRA MONTANTE 2;52080120;5;52;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;CONTENDAS DO SINCORA-BA;-14,0306;-40,9817;0;52001000;RIO DE CONTAS;Setor Elétrico;Ativo
AÇUDE BRUMADO JUSANTE;52100100;5;52;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;RIO DE CONTAS-BA;-13,5739;-41,8231;0;52200000;RIO BRUMADO;CotaOnline;Ativo
AÇUDE LUIZ VIEIRA MONTANTE;52120900;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;RIO DE CONTAS-BA;-13,4947;-41,8772;0;52200000;RIO BRUMADO;Açudes Semiárido;Ativo
AÇUDE LUIZ VIEIRA (BRUMADO);52130000;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;RIO DE CONTAS-BA;-13,5692;-41,8206;0;52200000;RIO BRUMADO;Açudes Semiárido;Ativo
AÇUDE LUIZ VIEIRA (BRUMADO);52130000;5;52;00058 - DNOCS - Departamento Nacional de Obras Contra as Secas;00058 - DNOCS - Departamento Nacional de Obras Contra as Secas;RIO DE CONTAS-BA;-13,56805;-41,82333;0;52200000;RIO BRUMADO;CotaOnline;Ativo
AÇUDE LUIZ VIEIRA JUSANTE;52130100;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;RIO DE CONTAS-BA;-13,5736;-41,8233;0;52200000;RIO BRUMADO;Açudes Semiárido;Ativo
AÇUDE RIACHO DO PAULO MONTANTE;52138000;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;LIVRAMENTO DE NOSSA SENHORA-BA;-13,7617;-41,9017;468;52230000;RIO DO PAULO;Açudes Semiárido;Ativo
AÇUDE RIACHO DO PAULO;52140000;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;LIVRAMENTO DE NOSSA SENHORA-BA;-13,7586;-41,805;0;52230000;RIO DO PAULO;Açudes Semiárido;Ativo
AÇUDE RIACHO DO PAULO JUSANTE;52150000;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;LIVRAMENTO DE NOSSA SENHORA-BA;-13,7603;-41,7992;0;52300000;RIO CHAMPR;Açudes Semiárido;Ativo
AÇUDE TRUVISCO MONTANTE;52220900;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;LICÍNIO DE ALMEIDA-BA;-14,5953;-42,3886;0;52243000;RIO DO SALTO;Açudes Semiárido;Ativo
AÇUDE TRUVISCO;52230000;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;CACULÉ-BA;-14,5461;-42,3219;0;52243000;RIO DO SALTO;Açudes Semiárido;Ativo
